,Start Index,End Index
46,2015-06-25 20:00:00,2015-06-26 06:50:00
47,2015-06-26 06:30:00,2015-06-26 17:20:00
48,2015-06-30 16:40:00,2015-07-01 03:30:00
49,2015-07-01 09:00:00,2015-07-01 19:50:00
50,2015-07-08 03:00:00,2015-07-08 13:50:00
51,2015-07-12 00:50:00,2015-07-12 11:40:00
52,2015-07-12 11:10:00,2015-07-12 22:00:00
53,2015-07-12 21:40:00,2015-07-13 08:30:00
54,2015-07-13 08:10:00,2015-07-13 19:00:00
55,2015-07-19 02:50:00,2015-07-19 13:40:00
56,2015-07-20 12:10:00,2015-07-20 23:00:00
57,2015-07-21 03:40:00,2015-07-21 14:30:00
58,2015-07-21 16:00:00,2015-07-22 02:50:00
59,2015-07-22 11:10:00,2015-07-22 22:00:00
60,2015-07-23 14:50:00,2015-07-24 01:40:00
61,2015-07-24 02:00:00,2015-07-24 12:50:00
62,2015-07-24 12:50:00,2015-07-24 23:40:00
63,2015-07-24 23:10:00,2015-07-25 10:00:00
64,2015-07-25 13:50:00,2015-07-26 00:40:00
65,2015-07-26 00:20:00,2015-07-26 11:10:00
66,2015-07-27 03:20:00,2015-07-27 14:10:00
67,2015-07-29 07:00:00,2015-07-29 17:50:00
68,2015-08-02 03:40:00,2015-08-02 14:30:00
69,2015-08-02 17:50:00,2015-08-03 04:40:00
70,2015-08-07 15:30:00,2015-08-08 02:20:00
71,2015-08-08 13:40:00,2015-08-09 00:30:00
72,2015-08-13 11:40:00,2015-08-13 22:30:00
73,2015-08-13 23:20:00,2015-08-14 10:10:00
74,2015-08-14 17:50:00,2015-08-15 04:40:00
75,2015-08-16 17:20:00,2015-08-17 04:10:00
76,2015-08-17 14:20:00,2015-08-18 01:10:00
77,2015-08-20 11:40:00,2015-08-20 22:30:00
78,2015-08-21 06:20:00,2015-08-21 17:10:00
79,2015-08-22 03:40:00,2015-08-22 14:30:00
80,2015-08-24 16:20:00,2015-08-25 03:10:00
81,2015-08-25 06:00:00,2015-08-25 16:50:00
82,2015-08-25 16:30:00,2015-08-26 03:20:00
83,2015-08-27 03:40:00,2015-08-27 14:30:00
84,2015-08-28 15:00:00,2015-08-29 01:50:00
85,2015-09-02 10:40:00,2015-09-02 21:30:00
86,2015-09-03 09:50:00,2015-09-03 20:40:00
87,2015-09-05 09:40:00,2015-09-05 20:30:00
88,2015-09-11 19:10:00,2015-09-12 06:00:00
89,2015-09-12 05:30:00,2015-09-12 16:20:00
90,2015-10-01 03:10:00,2015-10-01 14:00:00
91,2015-10-01 13:50:00,2015-10-02 00:40:00
92,2015-10-10 04:10:00,2015-10-10 15:00:00
93,2015-10-10 16:50:00,2015-10-11 03:40:00
94,2015-10-11 07:30:00,2015-10-11 18:20:00
95,2015-10-11 18:10:00,2015-10-12 05:00:00
96,2015-10-24 05:30:00,2015-10-24 16:20:00
97,2015-10-26 18:20:00,2015-10-27 05:10:00
98,2015-10-27 04:50:00,2015-10-27 15:40:00
99,2015-10-29 18:20:00,2015-10-30 05:10:00
100,2015-11-06 20:10:00,2015-11-07 07:00:00
101,2015-11-07 06:50:00,2015-11-07 17:40:00
102,2015-11-07 17:10:00,2015-11-08 04:00:00
103,2015-11-08 03:30:00,2015-11-08 14:20:00
104,2015-11-08 14:10:00,2015-11-09 01:00:00
105,2015-11-09 00:40:00,2015-11-09 11:30:00
106,2015-11-09 11:30:00,2015-11-09 22:20:00
107,2015-11-13 09:20:00,2015-11-13 20:10:00
108,2015-11-13 19:40:00,2015-11-14 06:30:00
109,2015-11-14 06:00:00,2015-11-14 16:50:00
110,2015-11-14 18:20:00,2015-11-15 05:10:00
111,2015-11-15 05:00:00,2015-11-15 15:50:00
112,2015-11-16 16:00:00,2015-11-17 02:50:00
113,2015-11-18 11:10:00,2015-11-18 22:00:00
114,2015-11-22 20:10:00,2015-11-23 07:00:00
115,2015-11-23 06:30:00,2015-11-23 17:20:00
116,2015-11-24 22:50:00,2015-11-25 09:40:00
117,2015-11-25 09:10:00,2015-11-25 20:00:00
118,2015-11-25 19:40:00,2015-11-26 06:30:00
119,2015-11-29 10:00:00,2015-11-29 20:50:00
120,2015-11-29 22:10:00,2015-11-30 09:00:00
121,2015-12-02 07:20:00,2015-12-02 18:10:00
122,2015-12-03 00:20:00,2015-12-03 11:10:00
123,2015-12-03 10:40:00,2015-12-03 21:30:00
124,2015-12-05 06:20:00,2015-12-05 17:10:00
125,2015-12-10 12:50:00,2015-12-10 23:40:00
126,2015-12-14 14:00:00,2015-12-15 00:50:00
127,2015-12-21 08:00:00,2015-12-21 18:50:00
128,2015-12-23 05:00:00,2015-12-23 15:50:00
129,2015-12-26 09:50:00,2015-12-26 20:40:00
130,2015-12-30 18:10:00,2015-12-31 05:00:00
